Real_Estate_Type,Location,Price,Down_Payment,Currency,Bedrooms_Number,Bathrooms_Number,Area,Description
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","16,860,000","Down payment: EGP 4,460,000",EGP,3,3,168 Sq. M.,"Apartment for sale, delivery in 2026, in Fifth Square, from Al Marasem Company, Bahary- resale from the owner"
Apartment,"Madinaty, Cairo","5,700,000",None,EGP,4,3,116 Sq. M.,For sale apartment view wide garden In Madinaty
Apartment,"Capital Gardens, New Capital City, Cairo","6,000,000",None,EGP,3,4,206 Sq. M.,Ready to move apartment in Palm hills capital gardens
Apartment,"Reve du nil, Maadi, Cairo","6,684,513",None,EGP,3,3,230 Sq. M.,prime apartment with amazing view on Corniche Nile in Maadi next to Hilton ready to move with furniture with monthly rental return reve du nil tower
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","14,760,000","Down payment: EGP 2,952,000",EGP,3,3,171 Sq. M.,"An apartment for immediate delivery, Super Lux, in the Fifth Settlement, in installments, next to Hyde Park, in the Patio Oro Compound, the most prest"
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","9,388,000","Down payment: EGP 938,800",EGP,3,3,155 Sq. M.,Apartment for sale in installments in Mountain View October. Pay a down payment of 10 and complete the rest in installments over 8 years. Viewing available.
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","6,900,000","Down payment: EGP 690,000",EGP,Studio,1,85 Sq. M.,"Studio with private garden for sale in front of Cairo Airport, in installments over 12 years"
Apartment,"VGK Compound, 5th Settlement, New Cairo, Cairo","10,250,000",None,EGP,2,2,174 Sq. M.,Fully finished and furnished apartment with ACs ready to move in vgk palmhills new cairo
Apartment,"Celia, New Capital City, Cairo","6,500,000",None,EGP,3,2,122 Sq. M.,"Immediate receipt apartment, finished, ultra super luxury, in Celia (Talaat Mostafa), in a compound that is already inhabited and lived in. All facili"
Apartment,"Valore Sheraton, Sheraton, Cairo","8,665,000",None,EGP,3,3,146 Sq. M.,"Luxurious apartment for sale with a 10% down payment, finished (super deluxe) (with air conditioners) in installments in (Heliopolis)"
Apartment,"Sarai, Mostakbal City, Cairo","7,800,000","Down payment: EGP 780,000",EGP,3,2,147 Sq. M.,"Apartment 147m for sale, prime location, with a distinctive view of the lagoon, in Sarai Compound"
Apartment,"La Mirada Compound, 5th Settlement, New Cairo, Cairo","5,800,000",None,EGP,2,1,115 Sq. M.,Apartment For Sale in Compound La Mirada New Cairo
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","10,500,000",None,EGP,3,2,160 Sq. M.,Own an Apartment 3 Beds in Fifth Square Al Marasem
Apartment,"The Crest Compound, 5th Settlement, New Cairo, Cairo","3,162,000",None,EGP,2,2,125 Sq. M.,"Apartment for sale, ground floor with a garden, 125M, in IL CazarThe Crest, Fifth Settlement"
Apartment,"Bloomfields, Mostakbal City, Cairo","6,500,000",None,EGP,2,2,124 Sq. M.,"Apartment for sale in a prime location in Bloom Fields - Mostakbal CityBloomfields is not just a mere residential compound , rather,it is a whole new"
Apartment,"Madinaty, Cairo","3,500,000","Down payment: EGP 700,000",EGP,2,1,73 Sq. M.,"Apartment for immediate delivery in Madinaty, in phase B12, with an area of 73 sqm, second repeated floor, garden view, north-facing, key-ready."
Apartment,"Capital Gardens, Mostakbal City, Cairo","7,100,000","Down payment: EGP 4,000,000",EGP,3,3,196 Sq. M.,"Apartment for sale in Capital Gardens from Palm Hills New Cairo, complete installments ((resale))"
Apartment,"Tag Sultan Compound, 1st Settlement, New Cairo, Cairo","7,850,000",None,EGP,3,3,173 Sq. M.,"Tag Sultan Compound  Apartment for sale in Tag Sultan, great location, immediate receipt at a snapshot price"
Apartment,"Al Maqsad, New Capital City, Cairo","4,700,000","Down payment: EGP 3,150,000",EGP,3,2,121 Sq. M.,Delivered apartment for sale fully finished in city edge
Apartment,"5th Settlement, New Cairo, Cairo","15,000,000","Down payment: EGP 4,070,000",EGP,3,2,164 Sq. M.,"Inspect and receive an apartment for sale, immediate receipt, in (Markezes) near 90th Street ( 3 rooms )"
Apartment,"Zahraa Al Maadi, Cairo","4,028,000","Down payment: EGP 2,014,000",EGP,3,3,152 Sq. M.,Apartment for sale in Zahraa Al Maadi next to Wadi Degla Club
Apartment,"The Waterway Compound, 5th Settlement, New Cairo, Cairo","13,500,000",0% Down Payment,EGP,3,3,223 Sq. M.,Apartment Fully Finished  with ACs for sale at Water Way near to AUC New Cairo
Apartment,"Jayd Compound, 5th Settlement, New Cairo, Cairo","7,500,000",None,EGP,3,3,170 Sq. M.,Apartment  3 BR for sale at Jayd New Cairo  close to Al Rehab City
Apartment,"Jayd Compound, 5th Settlement, New Cairo, Cairo","6,000,000",None,EGP,3,3,155 Sq. M.,Apartment for sale at Jayd New Cairo  close to Al Rehab City
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","17,774,694",0% Down Payment,EGP,2,2,139 Sq. M.,Apartment Ready To Move for Sale in Compound Galleria moon valley very prime location  139m + garden 120m
Apartment,"Uptown Cairo, Mokattam, Cairo","10,000,000",None,EGP,1,2,108 Sq. M.,Furnished apartment for sale - Uptown Cairo - Aurora - Mokattam
Apartment,"Villette Compound, 5th Settlement, New Cairo, Cairo","11,000,000",None,EGP,2,3,160 Sq. M.,Apartment With Special View For Resale At Villette Sodic
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","13,239,000","Down payment: EGP 1,323,900",EGP,3,3,160 Sq. M.,"Bahri apartment, immediate receipt, down payment only and installments over 8 years, with a distinctive view, available for inspection at any time, 3"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,100,000",None,EGP,2,2,149 Sq. M.,"Apartment for sale with furnishings, 150 sqm in the southern lotus, close to the clubs axis, minutes to the American University."
Apartment,"IL Bosco, New Capital City, Cairo","4,150,000",None,EGP,2,1,114 Sq. M.,"Immediate receipt apartment, ultra finished, super luxury, ground floor with garden, first row, villa view"
Apartment,"Al Maqsad, New Capital City, Cairo","3,564,000","Down payment: EGP 1,500,000",EGP,3,2,121 Sq. M.,"Immediate delivery apartment, semi-finished, double floor (3 rooms + 3 bathrooms), all facilities operating (water, electricity, gas, elevator, interc"
Apartment,"Stone Residence Compound, Katameya, Cairo","7,000,000",None,EGP,2,2,128 Sq. M.,Stone Residence apartment resale 128 meters and 120 meters garden fully finished 2 bedrooms  very prime location
Apartment,"Madinaty, Cairo","7,000,000",None,EGP,3,2,116 Sq. M.,madinty apartment resale 116 meter dully furnished with acs 3 bedrooms view first mall
Apartment,"One Kattameya, Katameya, Cairo","2,600,000",None,EGP,2,1,104 Sq. M.,"Apartment for sale in One Katameya on the Maadi Ring Road, directly between Maadi Carrefour, Sokhna Tunnel and the beginning of Nasr City Road. Real e"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","20,910,000",None,EGP,3,3,200 Sq. M.,for sale Apartment in Mivida overview landscape
Apartment,"Bavaria Town, Zahraa Al Maadi, Cairo","4,000,000",None,EGP,3,2,140 Sq. M.,"140m apartment in Bavaria Town Compound, 3 bedrooms, 2 bathrooms, first floor, fully finished, open view."
Apartment,"5th Settlement, New Cairo, Cairo","3,800,000",None,EGP,3,2,160 Sq. M.,"Apartment for sale, 160 square meters, prime location, in the heart of the Fifth Settlement, immediate delivery"
Apartment,"Madinaty, Cairo","7,399,340","Down payment: EGP 1,137,800",EGP,3,2,108 Sq. M.,"Apartment 107m for sale in Madinaty B12 | 3 rooms – Prime location near services, close to the mosque and the craft zone madinaty"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","15,900,000",0% Down Payment,EGP,2,2,173 Sq. M.,Apartment for Sale in Mivida Avenue – 173 m² | Modern Furniture & Premium Finishing
Apartment,"Madinaty, Cairo","4,000,000",None,EGP,2,2,89 Sq. M.,"Apartment for sale in Madinaty, area 89 square meters, B6, first floor, first residence"
Apartment,"Madinaty, Cairo","14,542,850","Down payment: EGP 3,787,135",EGP,3,3,167 Sq. M.,"Apartment for sale in Madinaty - B14, with an area of 167 m, very close to the service area of the phase and the mosque."
Apartment,"Stone Park Compound, Katameya, Cairo","10,170,000",0% Down Payment,EGP,3,3,151 Sq. M.,Apartment for sale 151m in compound stone park On Suez Roadin front of Kempinski Hotel and Cairo Airport
Apartment,"Eastown Compound, 5th Settlement, New Cairo, Cairo","17,300,000",None,EGP,4,4,278 Sq. M.,very attractive price Eastown Sodic For Sale  Semi finished Big Apartment  278 meters 4 bedrooms 4 bathrooms very  Prime location
Apartment,"Nyoum Mostakbal City, Mostakbal City, Cairo","5,250,000",None,EGP,2,2,108 Sq. M.,Golf View Apartment | 2 Bedrooms | 3 Terraces
Apartment,"Crystal Plaza, Zahraa Al Maadi, Cairo","4,300,000",None,EGP,3,3,185 Sq. M.,"Apartment 185m for sale in Crystal Plaza (Fully Cash)  A great location directly on the Maadi ring road  In front of the shooting club, Maadi club"
Apartment,"Madinaty, Cairo","7,700,000",None,EGP,3,2,165 Sq. M.,Super lux apartment for sale in Madinaty B10
Apartment,"Al Maqsad, New Capital City, Cairo","7,500,000","Down payment: EGP 750,000",EGP,3,2,147 Sq. M.,"Apartment for sale 142 m, fully finished, immediate delivery in the New Administrative Capital, Al Maqsad Compound"
Apartment,"Stoda Residence, Sheraton, Cairo","9,570,000",None,EGP,3,3,190 Sq. M.,"For immediate delivery in Sheraton, a fully finished apartment for sale in the Studio Residence Compound, with installments over 10 years."
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","8,500,000",None,EGP,4,3,265 Sq. M.,narges apartment third floor fully finished 265 meter 265 meters 4 receptions 3 bedrooms 3 bathrooms Living
Apartment,"Marriott Residence, Heliopolis, Cairo","7,900,000",0% Down Payment,EGP,2,2,124 Sq. M.,"Apartment for sale with  in Heliopolis, Marriott Residence project, directly on Al Thawra Street"
Apartment,"Zahraa Al Maadi, Cairo","2,600,000",None,EGP,3,2,123 Sq. M.,Apartment for sale in Maadi in a very special compound next to Wadi Degla Club.
Apartment,"Al Maqsad, New Capital City, Cairo","3,700,000",None,EGP,3,3,161 Sq. M.,"Apartment 161 m for sale, fully finished, ready for viewing  At the entrance to the New Administrative Capital, Al Maqsad Compound"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,890,000","Down payment: EGP 589,000",EGP,Studio,1,79 Sq. M.,Own a studio in Taj City Compound and pay in installments over 12 years
Apartment,"El Banafseg 7, 1st Settlement, New Cairo, Cairo","3,000,000",None,EGP,1,2,60 Sq. M.,"Fully Finished Apartment 60 m² for Sale in Banafseg 7 – New Cairo, 1 Bedroom, 1 Bathroom, 1 Toilet, Floor: Basement."
Apartment,"1st Settlement, New Cairo, Cairo","6,400,000",None,EGP,2,2,128 Sq. M.,"Apartment for sale, ready to move in, fully finished, super luxury, immediate receipt, in the First Settlement, available for inspection at any time f"
Apartment,"New Heliopolis, Cairo","13,900,000","Down payment: EGP 1,390,000",EGP,3,3,150 Sq. M.,"Pay a 10% down payment and complete the rest in installments over 10 years for a fully finished, super luxury apartment in the heart of Heliopolis in"
Apartment,"New Cairo, Cairo","13,900,000","Down payment: EGP 1,390,000",EGP,3,3,150 Sq. M.,"Pay a 10% down payment and complete the rest in installments over 10 years for a fully finished, super luxury apartment in the heart of Heliopolis in"
Apartment,"South 90 Street, 5th Settlement, New Cairo, Cairo","13,900,000","Down payment: EGP 1,390,000",EGP,3,3,150 Sq. M.,"Pay a 10% down payment and complete the rest in installments over 10 years for a fully finished, super luxury apartment in the heart of Heliopolis in"
Apartment,"South 90 Street, 5th Settlement, New Cairo, Cairo","11,900,000","Down payment: EGP 1,190,000",EGP,2,2,127 Sq. M.,"Fully finished apartment for sale, with a down payment and installments over 10 years, in the heart of Heliopolis, in the Sakin Wa Aish Compound. Insp"
Apartment,"New Cairo, Cairo","11,900,000","Down payment: EGP 1,190,000",EGP,2,2,127 Sq. M.,"Fully finished apartment for sale, with a down payment and installments over 10 years, in the heart of Heliopolis, in the Sakin Wa Aish Compound. Insp"
Apartment,"New Heliopolis, Cairo","11,900,000","Down payment: EGP 1,190,000",EGP,2,2,127 Sq. M.,"Fully finished apartment for sale, with a down payment and installments over 10 years, in the heart of Heliopolis, in the Sakin Wa Aish Compound. Insp"
Apartment,"5th Settlement, New Cairo, Cairo","11,900,000","Down payment: EGP 1,190,000",EGP,2,2,127 Sq. M.,"Fully finished apartment for sale, with a down payment and installments over 10 years, in the heart of Heliopolis, in the Sakin Wa Aish Compound. Insp"
Apartment,"Rivali Compound, 1st Settlement, New Cairo, Cairo","5,560,000",None,EGP,3,3,162 Sq. M.,"Your apartment in ( Revali ) Compound, finished ( with air conditioners ) with a garden with the lowest down payment"
Apartment,"Scene 7, New Capital City, Cairo","4,150,594",None,EGP,2,3,124 Sq. M.,"""Move in immediately to your apartment at with installments up to 10 years in the first sports-themed compound in the New Administrative Capit"
Apartment,"Scene 7, New Capital City, Cairo","4,615,634",None,EGP,3,3,148 Sq. M.,"""Move in immediately to your apartment at Scene 7 with installments up to 10 years in the first sports-themed compound in the New Administrative Capit"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","4,000,000","Down payment: EGP 1,600,000",EGP,3,2,160 Sq. M.,160 sqm Apartment for Sale in a Prime Location – Flexible Payments & Ready in 6 Months!
Apartment,"Scene 7, New Capital City, Cairo","5,215,366","Down payment: EGP 521,536",EGP,3,3,169 Sq. M.,**Scene 7: The first sports-themed compound in the Capital!** 🌟
Apartment,"New Capital City, Cairo","5,361,798",None,EGP,3,3,163 Sq. M.,Own Your Apartment Next to the British University and Pay Only 10%! 🏡
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","5,000,000",None,EGP,3,3,165 Sq. M.,Apartment ready to move resale with lowest price for limited time
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,680,000","Down payment: EGP 3,472,000",EGP,3,2,140 Sq. M.,"For sale apartment 140 with private garden air conditioning The Address East Compound, Fifth Settlement"
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","13,500,000",None,EGP,3,3,193 Sq. M.,Fully Finished Ready to Move with Premium Location
Apartment,"Degla Landmark Compound, Nasr City, Cairo","2,500,000",None,EGP,3,2,146 Sq. M.,"A bargain apartment in Degla Landmark, Nasr City, 146 square meters, with a view of the Chinese University and the mountain, a distinguished floor, al"
Apartment,"Degla Landmark Compound, Nasr City, Cairo","2,400,000",None,EGP,3,2,140 Sq. M.,"Apartment for sale, resale in Degla Landmark Compound, Nasr City, fully paid installments and maintenance, immediate receipt, all financial dues paid,"
Apartment,"Privado, Madinaty, Cairo","10,200,000","Down payment: EGP 3,137,000",EGP,2,1,84 Sq. M.,"Apartment for sale in Privado Compound, area 84 square meters"
Apartment,"East of Academy, 1st Settlement, New Cairo, Cairo","4,300,000",None,EGP,3,3,200 Sq. M.,Half-finished basement for sale in East Academy
Apartment,"Uptown Cairo, Mokattam, Cairo","21,750,000",None,EGP,3,3,218 Sq. M.,Apartment with private garden for sale - Pool View - Uptown Cairo - The Fourteen - Cairo
Apartment,"Villette Compound, 5th Settlement, New Cairo, Cairo","13,400,000",None,EGP,3,3,190 Sq. M.,"For Sale Apartment with Graden MOST PRIME LOCATION at Villette - Sky CondosSODIC introduced a green haven in the heart of New Cairo, Villette Compound"
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","8,500,000",None,EGP,3,3,164 Sq. M.,"Semi finished Ground floor Apartment for sale in Patio Oro, BUA 164m, 3 bedrooms, 3 bathrooms, private garden"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","5,500,000",None,EGP,3,3,254 Sq. M.,A half-finished apartment for sale in Beit Al-Watan
Apartment,"Privado, Madinaty, Cairo","9,660,000","Down payment: EGP 2,650,000",EGP,2,1,84 Sq. M.,For sale in madinty
Apartment,"The Square Compound, 5th Settlement, New Cairo, Cairo","5,750,000",None,EGP,2,1,131 Sq. M.,Prime Location Apartment in The Square New Cairo
Apartment,"Madinaty, Cairo","3,550,000",None,EGP,2,1,89 Sq. M.,Apartment 89m fully finished for sale in Madinaty
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","16,000,000",None,EGP,4,3,220 Sq. M.,"Apartment for sale 220 m finished in Taj Sultan in a prime location on the Suez Road, Taj Sultan"
Apartment,"El Banafseg 5, 1st Settlement, New Cairo, Cairo","8,000,000",None,EGP,3,3,210 Sq. M.,Ultra Super Lux Finishing-Ready to move - Garden View - New Villa
Apartment,"Madinaty, Cairo","13,000,000",None,EGP,3,3,211 Sq. M.,Apartment Super luxe 211m for sale in Madinaty
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","8,000,000",0% Down Payment,EGP,2,2,107 Sq. M.,Your apartment in Taj City without a down payment and installments over 12 years without interest
Apartment,"Sarai, Mostakbal City, Cairo","5,000,000",None,EGP,2,2,137 Sq. M.,"Apartment for sale, in Sarai Compound New Cairo directly in front of Madinaty Installments over 12 years"
Apartment,"Villette Compound, 5th Settlement, New Cairo, Cairo","9,990,000",None,EGP,4,4,197 Sq. M.,4bed apartment fully finished + ready to move in sodic villette
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","13,239,000","Down payment: EGP 1,323,900",EGP,3,3,160 Sq. M.,"Bahri apartment, immediate receipt, down payment only and installments over 8 years, with a distinctive view, available for inspection at any time, 3"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,100,000",None,EGP,2,2,149 Sq. M.,"Apartment for sale with furnishings, 150 sqm in the southern lotus, close to the clubs axis, minutes to the American University."
Apartment,"IL Bosco, New Capital City, Cairo","4,150,000",None,EGP,2,1,114 Sq. M.,"Immediate receipt apartment, ultra finished, super luxury, ground floor with garden, first row, villa view"
Apartment,"Al Maqsad, New Capital City, Cairo","3,564,000","Down payment: EGP 1,500,000",EGP,3,2,121 Sq. M.,"Immediate delivery apartment, semi-finished, double floor (3 rooms + 3 bathrooms), all facilities operating (water, electricity, gas, elevator, interc"
Apartment,"Stone Residence Compound, Katameya, Cairo","7,000,000",None,EGP,2,2,128 Sq. M.,Stone Residence apartment resale 128 meters and 120 meters garden fully finished 2 bedrooms  very prime location
Apartment,"Madinaty, Cairo","7,000,000",None,EGP,3,2,116 Sq. M.,madinty apartment resale 116 meter dully furnished with acs 3 bedrooms view first mall
Apartment,"One Kattameya, Katameya, Cairo","2,600,000",None,EGP,2,1,104 Sq. M.,"Apartment for sale in One Katameya on the Maadi Ring Road, directly between Maadi Carrefour, Sokhna Tunnel and the beginning of Nasr City Road. Real e"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","20,910,000",None,EGP,3,3,200 Sq. M.,for sale Apartment in Mivida overview landscape
Apartment,"Bavaria Town, Zahraa Al Maadi, Cairo","4,000,000",None,EGP,3,2,140 Sq. M.,"140m apartment in Bavaria Town Compound, 3 bedrooms, 2 bathrooms, first floor, fully finished, open view."
Apartment,"5th Settlement, New Cairo, Cairo","3,800,000",None,EGP,3,2,160 Sq. M.,"Apartment for sale, 160 square meters, prime location, in the heart of the Fifth Settlement, immediate delivery"
Apartment,"Madinaty, Cairo","7,399,340","Down payment: EGP 1,137,800",EGP,3,2,108 Sq. M.,"Apartment 107m for sale in Madinaty B12 | 3 rooms – Prime location near services, close to the mosque and the craft zone madinaty"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","15,900,000",0% Down Payment,EGP,2,2,173 Sq. M.,Apartment for Sale in Mivida Avenue – 173 m² | Modern Furniture & Premium Finishing
Apartment,"Madinaty, Cairo","4,000,000",None,EGP,2,2,89 Sq. M.,"Apartment for sale in Madinaty, area 89 square meters, B6, first floor, first residence"
Apartment,"Madinaty, Cairo","14,542,850","Down payment: EGP 3,787,135",EGP,3,3,167 Sq. M.,"Apartment for sale in Madinaty - B14, with an area of 167 m, very close to the service area of the phase and the mosque."
Apartment,"Stone Park Compound, Katameya, Cairo","10,170,000",0% Down Payment,EGP,3,3,151 Sq. M.,Apartment for sale 151m in compound stone park On Suez Roadin front of Kempinski Hotel and Cairo Airport
Apartment,"Eastown Compound, 5th Settlement, New Cairo, Cairo","17,300,000",None,EGP,4,4,278 Sq. M.,very attractive price Eastown Sodic For Sale  Semi finished Big Apartment  278 meters 4 bedrooms 4 bathrooms very  Prime location
Apartment,"Nyoum Mostakbal City, Mostakbal City, Cairo","5,250,000",None,EGP,2,2,108 Sq. M.,Golf View Apartment | 2 Bedrooms | 3 Terraces
Apartment,"Crystal Plaza, Zahraa Al Maadi, Cairo","4,300,000",None,EGP,3,3,185 Sq. M.,"Apartment 185m for sale in Crystal Plaza (Fully Cash)  A great location directly on the Maadi ring road  In front of the shooting club, Maadi club"
Apartment,"Madinaty, Cairo","7,700,000",None,EGP,3,2,165 Sq. M.,Super lux apartment for sale in Madinaty B10
Apartment,"Al Maqsad, New Capital City, Cairo","7,500,000","Down payment: EGP 750,000",EGP,3,2,147 Sq. M.,"Apartment for sale 142 m, fully finished, immediate delivery in the New Administrative Capital, Al Maqsad Compound"
Apartment,"Stoda Residence, Sheraton, Cairo","9,570,000",None,EGP,3,3,190 Sq. M.,"For immediate delivery in Sheraton, a fully finished apartment for sale in the Studio Residence Compound, with installments over 10 years."
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","8,500,000",None,EGP,4,3,265 Sq. M.,narges apartment third floor fully finished 265 meter 265 meters 4 receptions 3 bedrooms 3 bathrooms Living
Apartment,"Marriott Residence, Heliopolis, Cairo","7,900,000",0% Down Payment,EGP,2,2,124 Sq. M.,"Apartment for sale with  in Heliopolis, Marriott Residence project, directly on Al Thawra Street"
Apartment,"Zahraa Al Maadi, Cairo","2,600,000",None,EGP,3,2,123 Sq. M.,Apartment for sale in Maadi in a very special compound next to Wadi Degla Club.
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","8,900,000",None,EGP,2,2,125 Sq. M.,"An opportunity to receive your apartment immediately in Mountain View iCity, Fifth Settlement, 125 square meters for sale"
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","6,900,000",None,EGP,2,2,130 Sq. M.,"Apartment for sale in Galleria Moon Valley Compound - Golden Square, wall to wall with Sodic, fully finished."
Apartment,"Shorouk City, Cairo","5,000,000",None,EGP,3,3,200 Sq. M.,"200 square meter apartment + 100 square meter roof in Al Shorouk City, Club Neighborhood"
Apartment,"One Kattameya, Katameya, Cairo","4,400,000",None,EGP,3,3,185 Sq. M.,"The widest view of the garden in a compound with international brands, cash 4,400,000 on the Maadi Ring Road"
Apartment,"L’Avenir, Mostakbal City, Cairo","9,000,000",None,EGP,3,2,188 Sq. M.,"Apartment with 3 rooms and a direct view of green areas and the mall in a ready compound, to be delivered soon by Al Ahly Sabbour Company in New Cairo."
Apartment,"L’Avenir, Mostakbal City, Cairo","11,000,000","Down payment: EGP 2,750,000",EGP,3,2,198 Sq. M.,Apartment for Sale in L’Avenir Compound – Mostakbal City  The compound is strategically located near Madinaty and Sarai Compound
Apartment,"L’Avenir, Mostakbal City, Cairo","8,000,000","Down payment: EGP 3,866,664",EGP,3,2,189 Sq. M.,A three-bedroom apartment ready for viewing in New Cairo by Al Ahly Sabbour in L’Avenir Compound.
Apartment,"L’Avenir, Mostakbal City, Cairo","9,900,000","Down payment: EGP 2,475,000",EGP,3,2,140 Sq. M.,A three-bedroom apartment ready for viewing in New Cairo by Al Ahly Sabbour in L’Avenir Compound.
Apartment,"New Narges, 5th Settlement, New Cairo, Cairo","3,500,000",None,EGP,3,2,147 Sq. M.,"New Narges, you receive immediate receipt of all the compound’s services _____________________________________________________________________________"
Apartment,"Creek Town Compound, 5th Settlement, New Cairo, Cairo","11,050,000","Down payment: EGP 1,105,000",EGP,2,2,130 Sq. M.,"Apartment with garden for sale, immediate receipt, on Suez Road, in Creek Town Compound, in front of Al Rehab City, ready for inspection"
Apartment,"El Banafseg 5, 1st Settlement, New Cairo, Cairo","6,500,000",None,EGP,3,2,209 Sq. M.,An opportunity to live in Banafseg villas with all the compound’s services ___________________________________________________________________________
Apartment,"Sarai, Mostakbal City, Cairo","4,365,000","Down payment: EGP 4,100,000",EGP,2,3,139 Sq. M.,Under Market Price Ground Apartment in Sarai Compound Very Prime Location & View
Apartment,"Noor City, New Capital City, Cairo","5,600,000","Down payment: EGP 978,000",EGP,2,2,98 Sq. M.,An opportunity to own with a down payment of less than one million and facilities for 13 years in the first smart city in Egypt (Noor). An 98m apartment with complete finishes.
Apartment,"Zahraa Al Maadi, Cairo","4,600,000",None,EGP,3,3,185 Sq. M.,"Apartment for sale in Zahra Al-Maadi next to Wadi Degla Club, very prime location."
Apartment,"Creek Town Compound, 5th Settlement, New Cairo, Cairo","10,200,000","Down payment: EGP 2,040,000",EGP,3,3,165 Sq. M.,Apart for sale in creek town delivery in 6 months
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","3,000,000",None,EGP,1,1,65 Sq. M.,"Apartment for sale, pool view - Taj City - New Cairo"
Apartment,"Rehab City Compound, New Cairo, Cairo","7,900,000",None,EGP,4,2,160 Sq. M.,Apartment Fully finished With kitchen and AC’s
Apartment,"El Fostat, Cairo","3,200,000","Down payment: EGP 320,000",EGP,3,2,140 Sq. M.,"Receive a fully finished, super-luxe apartment minutes from Maadi, Nasr City, and Heliopolis in Al-Fustat Compound, immediate receipt."
Apartment,"Nasr City, Cairo","5,000,000",None,EGP,3,2,170 Sq. M.,"Apartment for sale, 6th District, near the Children’s Park, Nasr City                                                                                ."
Apartment,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo","7,900,000",None,EGP,2,2,162 Sq. M.,"Immediate delivery apartment for sale with only a down payment | in 90 Avenue Compound, Newcairo"
Apartment,"Zamalek, Cairo","5,000,000",None,EGP,2,2,123 Sq. M.,"Apartment for sale with the highest investment return, 100% view of the Nile Corniche, ready for inspection and rady to move"
Apartment,"5th Settlement, New Cairo, Cairo","13,900,000","Down payment: EGP 1,390,000",EGP,3,3,150 Sq. M.,"Pay a 10% down payment and complete the rest in installments over 10 years for a fully finished, super luxury apartment in the heart of Heliopolis in"
Apartment,"Al Burouj, Shorouk City, Cairo","7,000,000",None,EGP,3,3,170 Sq. M.,"for sale at Al Burouj , Apartment fully finished 3  BR Near To Madenty"
Apartment,"Sarai, Mostakbal City, Cairo","4,160,000","Down payment: EGP 416,000",EGP,Studio,1,83 Sq. M.,"With a down payment of 416 thousand, own an 83-square-meter studio in New Cairo"
Apartment,"El Fostat, Cairo","10,972,000","Down payment: EGP 1,097,000",EGP,3,3,178 Sq. M.,"Immediate receipt apartment, finished, Super Lux, with a down payment and installments over 10 years, in the new city of Fustat, downtown, Salah Salem"
Apartment,"Arabesque, El Fostat, Cairo","10,972,000","Down payment: EGP 1,097,000",EGP,3,3,178 Sq. M.,"Immediate receipt apartment, finished, Super Lux, with a down payment and installments over 10 years, in the new city of Fustat, downtown, Salah Salem"
Apartment,"6th Settlement, New Cairo, Cairo","10,600,000","Down payment: EGP 530,000",EGP,3,2,158 Sq. M.,"An investment opportunity in the Sixth Settlement, next to all the compounds, with the best future location __________________________________________"
Apartment,"New Narges, 5th Settlement, New Cairo, Cairo","4,877,500","Down payment: EGP 1,951,000",EGP,3,2,165 Sq. M.,"An opportunity to live in the heart of New Cairo, immediate receipt and ready for inspection  ________________________________________________________"
Apartment,"New Cairo, Cairo","3,900,000","Down payment: EGP 195,000",EGP,1,1,65 Sq. M.,Inside a compound in New Cairo at the best competitive price per meter next to Golden Square  ________________________________________________________
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","6,300,000",0% Down Payment,EGP,3,3,185 Sq. M.,Apartment Sky Loft ( Ready to deliver ) In Mountain View icity  / 12 min From Madienty
